Unnamed: 0,abstract,abstract_url,access_type,article_number,citing_paper_count,citing_patent_count,content_type,doi,end_page,html_url,is_number,issn,issue,pdf_url,publication_date,publication_number,publication_title,publication_year,publisher,rank,start_page,title,volume,authors.authors,index_terms.author_terms.terms,index_terms.ieee_terms.terms
376,"Accelerated battery degradation, resulting in a reduced capacity, is the main concern when discussing vehicle-to-grid (V2G) services. This paper gives a unique empirical insight into the long-term effects on batteries performing an energy demanding V2G service. To this end, an extensive method for measuring the battery capacity of series produced electric vehicles (EVs) via the DC charge port was developed. The reproducibility of the method is demonstrated with repeated tests on new and aged vehicles and the results are compared with the EVs internal estimates, read via the on-board diagnostics port. The method is also validated with a state-of-the-art battery degradation model. The capacity test method is used to evaluate the battery degradation of a fleet of commercially owned EVs which, as a part of the world's first commercial operation, have been used for V2G services for five years. The EVs have, together with ±10 kW V2G chargers, been delivering primary frequency regulation for 15 hours per day with a daily energy throughput of 50.6 kWh. The usable battery capacity, initially found to be 23 kWh, after two years is reduced on average to 20.7 kWh and after five years is reduced to 18.9 kWh.",https://ieeexplore.ieee.org/document/9468399/,LOCKED,9468399,1,0,Journals,10.1109/TVT.2021.3093161,7557,https://ieeexplore.ieee.org/document/9468399/,9514482,1939-9359,8.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9468399,Aug. 2021,25,IEEE Transactions on Vehicular Technology,2021,IEEE,377,7547,Empirical Capacity Measurements of Electric Vehicles Subject to Battery Degradation From V2G Services,70,"[{'affiliation': 'Center for Electric Power and Energy, Department of Electrical Engineering, DTU - Technical University of Denmark, Roskilde, Zealand, Denmark', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086239743', 'author_order': 1, 'full_name': 'Andreas Thingvad', 'id': 37086239743}, {'affiliation': 'Center for Electric Power and Energy, Department of Electrical Engineering, DTU - Technical University of Denmark, Roskilde, Zealand, Denmark', 'authorUrl': 'https://ieeexplore.ieee.org/author/37087009441', 'author_order': 2, 'full_name': 'Lisa Calearo', 'id': 37087009441}, {'affiliation': 'Center for Electric Power and Energy, Department of Electrical Engineering, DTU - Technical University of Denmark, Roskilde, Zealand, Denmark', 'authorUrl': 'https://ieeexplore.ieee.org/author/38506364900', 'author_order': 3, 'full_name': 'Peter Bach Andersen', 'id': 38506364900}, {'affiliation': 'Center for Electric Power and Energy, Department of Electrical Engineering, DTU - Technical University of Denmark, Roskilde, Zealand, Denmark', 'authorUrl': 'https://ieeexplore.ieee.org/author/38288274500', 'author_order': 4, 'full_name': 'Mattia Marinelli', 'id': 38288274500}]","['Ancillary services', 'battery degradation', 'electric vehicles', 'frequency control', 'vehicle-to-grid']","['Batteries', 'Degradation', 'Battery charge measurement', 'State of charge', 'Vehicle-to-grid', 'Aging', 'Temperature measurement']"
377,"New technology design and its integration into a social environment in a noninvasive way are recognized as one of the main challenges of the rapidly growing technology world. The design complexity is amplified if the system is intended for a sensitive user category, e.g., persons with disabilities and aging adults. A high percentage of power wheelchairs (PWCs) users rely on caregivers or family members to charge their PWC units. In this article, a design methodology is presented that describes a system-level approach for designing a 1-kW smart wireless charger for PWCs. This article describes how power electronics, communication, automation, software, and internet technologies are integrated to deliver a functional hands-free, free-position PWC charging solution. The proposed solution utilizes a multicoil transmitter pad to achieve a free-positioning feature and dual-side control to regulate the power. The researchers adopted a human-in-the-loop approach to seek feedback from end-users and tailor the final design through multiple generations of prototypes. Moreover, some existing technical solutions regarding pad design and stray field shielding are adapted or advanced to meet the application requirements, and their effectiveness is validated on a 1-kW prototype.",https://ieeexplore.ieee.org/document/9468911/,LOCKED,9468911,1,0,Journals,10.1109/TIA.2021.3093843,5144,https://ieeexplore.ieee.org/document/9468911/,9523416,1939-9367,5.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9468911,Sept.-Oct. 2021,28,IEEE Transactions on Industry Applications,2021,IEEE,378,5128,System-Level Approach to Designing a Smart Wireless Charging System for Power Wheelchairs,57,"[{'affiliation': 'Department of Electrical and Computer Engineering, Utah State University, North Logan, UT, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086937504', 'author_order': 1, 'full_name': 'Chakridhar R. Teeneti', 'id': 37086937504}, {'affiliation': 'Department of Electrical and Computer Engineering, North Carolina State University, Raleigh, CA, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086233608', 'author_order': 2, 'full_name': 'Ujjwal Pratik', 'id': 37086233608}, {'affiliation': 'Assistive Technology Partners-Specialty Clinic, University of Colorado Denver School of Medicine, Aurora, CO, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37088949004', 'author_order': 3, 'full_name': 'Gavin R. Philips', 'id': 37088949004}, {'affiliation': 'Department of Electrical and Computer Engineerng, Utah State University College of Science, Logan, UT, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37085648364', 'author_order': 4, 'full_name': 'Ahmed Azad', 'id': 37085648364}, {'affiliation': 'Sunrise Medical Inc., Fresno, CA, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37088948218', 'author_order': 5, 'full_name': 'Mark Greig', 'id': 37088948218}, {'affiliation': 'Department of Electrical and Computer Engineering, Utah State University, Logan, UT, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37276054500', 'author_order': 6, 'full_name': 'Regan Zane', 'id': 37276054500}, {'affiliation': 'Assistive Technology Partners-Specialty Clinic, University of Colorado Denver School of Medicine, Aurora, CO, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/38131182300', 'author_order': 7, 'full_name': 'Cathy Bodine', 'id': 38131182300}, {'affiliation': 'Department of Electrical and Computer Engineering, Utah State University, North Logan, UT, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37596187200', 'author_order': 8, 'full_name': 'Calvin Coopmans', 'id': 37596187200}, {'affiliation': 'Electrical and Computer Engineering, North Carolina State University, Raleigh, CA, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37597560400', 'author_order': 9, 'full_name': 'Zeljko Pantic', 'id': 37597560400}]","['Automation', 'human-in-the-loop (HITL) design', 'personal mobility devices (PMDs)', 'power wheelchair (PWC)', 'wireless charging', 'wireless power transfer (WPT)']","['Wheelchairs', 'Transmitters', 'Safety', 'Receivers', 'Prototypes', 'Magnetic fields', 'Automation']"
378,"The resonant dc–dc converter is preferred for high-efficiency applications due to its less switching loss and better electromagnetic interference (EMI) characteristics. However, in a wide range of steady-state voltage gain applications, such as the on-board charger application, the wide output voltage range will lead to a bulky resonant inductor, which will decrease the power density. Magnetic integration of the inductor and transformer is an effective way to reduce the total magnetic volume. However, the traditional integrated magnetics of transformer and inductor will result in high magnetic field intensity in the external space nearby the integrated magnetic component. This external magnetic field will cause large eddy current losses in the neighboring metal heatsink and serious EMI issues. In order to deal with this problem, an integrated winding structure with a negligible external magnetic field is proposed in this article. By rebuilding the external winding segments with a better coupling coefficient, the external magnetic field intensity is canceled without efficiency and size sacrifices. Detailed analysis and design procedures of the proposed structure are presented. A 6.6-kW dc–dc prototype is built to verify the cancelation effect of the magnetic field intensity in the neighboring external space.",https://ieeexplore.ieee.org/document/9483623/,LOCKED,9483623,0,0,Journals,10.1109/TPEL.2021.3095491,508,https://ieeexplore.ieee.org/document/9483623/,9543475,1941-0107,1.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9483623,Jan. 2022,63,IEEE Transactions on Power Electronics,2022,IEEE,379,498,External Magnetic Field Minimization for the Integrated Magnetics in Series Resonant Converter,37,"[{'affiliation': 'College of Electrical Engineering, Zhejiang University, Hangzhou, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086029166', 'author_order': 1, 'full_name': 'Jinxu Yang', 'id': 37086029166}, {'affiliation': 'College of Electrical Engineering, Zhejiang University, Hangzhou, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37281236600', 'author_order': 2, 'full_name': 'Xinke Wu', 'id': 37281236600}, {'affiliation': 'College of Electrical Engineering, Zhejiang University, Hangzhou, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37088644090', 'author_order': 3, 'full_name': 'Faheem Muhammad', 'id': 37088644090}, {'affiliation': 'College of Electrical Engineering, Zhejiang University, Hangzhou, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37088430180', 'author_order': 4, 'full_name': 'Zhijiang Deng', 'id': 37088430180}]","['Coupling factor', 'external magnetic field intensity reduction', 'integrated magnetics (IM)', 'onboard charger (OBC)', 'resonant dc–dc converter']","['Windings', 'Magnetic cores', 'Magnetic resonance', 'Magnetic flux', 'Magnetic separation', 'Inductors', 'Inductance']"
379,"With the development of airborne equipment and integrated avionics technology, the unmanned aerial vehicle (UAV) network replaces human beings in many works. However, the limited energy capacity of UAVs has great restrictions on long-time missions. To prolong the lifetime of the UAV network, we introduce the wireless static chargers (WSCs) into the UAV network, and a nondisruptive wireless rechargeable UAV network (WRUN) model is proposed, in which UAVs can be wirelessly charged without returning back to the charging platform and WSCs are scheduled to turn on and release energy only in the charging time periods. The goal of this article is to minimize the energy waste of WSCs under the premise that UAVs will not run out of energy. To calculate the efficient charging time periods of WSCs, we first discretize flight paths of UAVs so that the nondisruptive charging time schedule problem (nCTSP) that has an infinite solution space both in the spatial and time dimensions can be formalized as an optimization problem. Then, we propose the baseline algorithm exhaust candidate solutions (ECSs) to calculate the charging time periods and propose an improved algorithm using the idea of pruning (PECS) to reduce the computational complexity of ECS. Finally, experiments are conducted and PECS achieves better performance in terms of saving energy consumption and maximizing energy utilization.",https://ieeexplore.ieee.org/document/9488324/,LOCKED,9488324,0,0,Journals,10.1109/JIOT.2021.3097918,3532,https://ieeexplore.ieee.org/document/9488324/,9717339,2372-2541,5.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9488324,"1 March1, 2022",6488907,IEEE Internet of Things Journal,2022,IEEE,380,3522,Minimizing Energy Consumption in Wireless Rechargeable UAV Networks,9,"[{'affiliation': 'School of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37088902831', 'author_order': 1, 'full_name': 'Mengqi Li', 'id': 37088902831}, {'affiliation': 'School of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086731814', 'author_order': 2, 'full_name': 'Liang Liu', 'id': 37086731814}, {'affiliation': 'School of Engineering and Applied Sciences, Columbia University, New York, NY, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37089307912', 'author_order': 3, 'full_name': 'Ying Gu', 'id': 37089307912}, {'affiliation': 'College of Artificial Intelligence and Information Technology, Nanjing University of Chinese Medicine, Nanjing, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37088945244', 'author_order': 4, 'full_name': 'Youwei Ding', 'id': 37088945244}, {'affiliation': 'School of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086369070', 'author_order': 5, 'full_name': 'Lisong Wang', 'id': 37086369070}]","['Nondisruptive charging', 'partial charging', 'unmanned aerial vehicle (UAV) charging', 'UAV networks', 'wireless charging']","['Unmanned aerial vehicles', 'Inductive charging', 'Wireless communication', 'Laser beams', 'Energy consumption', 'Wind', 'Schedules']"
380,"Although there is a growing interest in developing fast charging methods to enhance the Electric Vehicles' appeal, the main energy supply is still the single-phase outlet. While single-phase charging may be simpler than three-phase, there are challenges in the integration of the propulsion and charging systems without adding inductive grid filters. Such integration would bring benefits like the simplification and reduction of components, costs, volume or weight. This can be achieved by using the windings of the propulsion machine as grid filters, but the use of the electric motor as a grid inductive filter leads to the generation of pulsating torque during the charging state. This translates into vibration, noise and eventually, damage to the motor and other components of the system. In this work, the authors propose a control strategy that considerably reduces the peaks of pulsating torque generated in any rotor position while using the machine wingdings as filter. Simulation tests have been carried out to validate the control strategy, taking into account the system efficiency. Finally, experiments are conducted to prove that the reduction of the torque pulsation is achieved.",https://ieeexplore.ieee.org/document/9503417/,CCBY - IEEE is not the copyright holder of this material. Please follow the instructions via https://creativecommons.org/licenses/by/4.0/ to obtain full-text articles and stipulations in the API documentation.,9503417,0,0,Journals,10.1109/ACCESS.2021.3101942,108275,https://ieeexplore.ieee.org/document/9503417/,9312710,2169-3536,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9503417,2021,6287639,IEEE Access,2021,IEEE,381,108266,Improved Three-Phase Integrated Charger Converter Connected to Single-Phase Grid With Torque Cancellation,9,"[{'affiliation': 'Department of Electric, Electronic and Automation Engineering, University of Extremadura, Badajoz, Spain', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086090067', 'author_order': 1, 'full_name': 'Jaime Pando-Acedo', 'id': 37086090067}, {'affiliation': 'Department of Electric, Electronic and Automation Engineering, University of Extremadura, Badajoz, Spain', 'authorUrl': 'https://ieeexplore.ieee.org/author/38276691800', 'author_order': 2, 'full_name': 'María Isabel Milanés-Montero', 'id': 38276691800}, {'affiliation': 'Department of Electric, Electronic and Automation Engineering, University of Extremadura, Badajoz, Spain', 'authorUrl': 'https://ieeexplore.ieee.org/author/38275801300', 'author_order': 3, 'full_name': 'Enrique Romero-Cadaval', 'id': 38275801300}, {'affiliation': 'Department of Electrical, Electronics, Computers and Systems Engineering, University of Oviedo, Gijón, Spain', 'authorUrl': 'https://ieeexplore.ieee.org/author/37267926100', 'author_order': 4, 'full_name': 'Fernando Briz', 'id': 37267926100}, {'affiliation': 'Department of Electric, Electronic and Automation Engineering, University of Extremadura, Badajoz, Spain', 'authorUrl': 'https://ieeexplore.ieee.org/author/38273341100', 'author_order': 5, 'full_name': 'Fermín Barrero-González', 'id': 38273341100}]","['Integrated charger', 'electric vehicles (EV)', 'permanent magnet synchronous motor (PMSM)', 'battery charger']","['Torque', 'Rotors', 'Windings', 'Permanent magnet motors', 'Propulsion', 'Synchronous motors', 'Inverters']"
381,"This article proposes a novel dc–dc topology, enabling a plug-in electric vehicle to charge its high-voltage battery using a wireless power transfer system. By interfacing the wireless power transfer system's receiver coil to the electric vehicle's on-board bidirectional conductive charger, a common rectifier and secondary matching capacitors are shared between the two subsystems. The bidirectional dc–dc converter within the on-board charger is optimized to operate over two frequency bands; thus, guaranteeing compliance with the working frequency and interoperability requirements proposed by the SAE J2954 for a wireless power transfer system without degrading the power density requirement of a bidirectional on-board charger. Through component sharing between the two subsystems, a reduction in the overall size and cost of the on-board electronics is achieved. Simulation results are provided to validate the fundamental operation of the proposed circuit. Finally, a prototype is built to validate the assumptions.",https://ieeexplore.ieee.org/document/9511124/,LOCKED,9511124,0,0,Journals,10.1109/TIA.2021.3103700,5561,https://ieeexplore.ieee.org/document/9511124/,9625852,1939-9367,6.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9511124,Nov.-Dec. 2021,28,IEEE Transactions on Industry Applications,2021,IEEE,382,5552,DC–DC Topology for Interfacing a Wireless Power Transfer System to an On-Board Conductive Charger for Plug-In Electric Vehicles,57,"[{'affiliation': 'Ford Motor Company, Dearborn, MI, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37887904600', 'author_order': 1, 'full_name': 'Mohamed Elshaer', 'id': 37887904600}, {'affiliation': 'Ford Motor Company, Dearborn, MI, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37088582885', 'author_order': 2, 'full_name': 'Chris Bell', 'id': 37088582885}, {'affiliation': 'Ford Motor Company, Dearborn, MI, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37088582808', 'author_order': 3, 'full_name': 'Aqil Hamid', 'id': 37088582808}, {'affiliation': 'Department of Electrical and Computer Engineering, The Ohio State University, Columbus, OH, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37280524800', 'author_order': 4, 'full_name': 'Jin Wang', 'id': 37280524800}]","['Bidirectional dc–dc', 'CLLC', 'integrated on-board charger', 'plug-in electric vehicle (EV)', 'wireless power transfer (WPT)']","['Impedance', 'Batteries', 'Bridge circuits', 'Topology', 'Wireless power transfer', 'Receivers', 'Capacitors']"
382,"Contactless energy transfer systems are mainly divided into acoustic, inductive, capacitive, and optical, in which main applications are related to biomedical, wireless chargers, and sensors in metal enclosures. When solids are used as transfer media, ultrasound transducers based on piezoelectricity can be used for through-wall power transfer, which can be named as an electro-mechanical-acoustic contactless energy transfer system. This work presents a state-space model derived from a multiphysics network that includes all the multiphysical power conversion without separating the stages and including the real physical elements, like as the piezoelectric parameters and the geometry of the transfer media. The model is compared to the experimental response of the system and evaluated for different scenarios regarding transducers types and solid transfer media. An error analysis has shown that the maximum quadratic error between theoretical and experimental responses is 3.7%.",https://ieeexplore.ieee.org/document/9515988/,LOCKED,9515988,0,0,Journals,10.1109/TUFFC.2021.3105916,253,https://ieeexplore.ieee.org/document/9515988/,9667232,1525-8955,1.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9515988,Jan. 2022,58,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",2022,IEEE,383,241,State-Space Model of an Electro-Mechanical-Acoustic Contactless Energy Transfer System Based on Multiphysics Networks,69,"[{'affiliation': 'Power Processing Engineering Department, Universidade Federal de Santa Maria, Santa Maria, Brazil', 'authorUrl': 'https://ieeexplore.ieee.org/author/37085992045', 'author_order': 1, 'full_name': 'Lucas S. Mendonça', 'id': 37085992045}, {'affiliation': 'Power Processing Engineering Department, Universidade Federal de Santa Maria, Santa Maria, Brazil', 'authorUrl': 'https://ieeexplore.ieee.org/author/37089217392', 'author_order': 2, 'full_name': 'Eduardo V. Minuzzi', 'id': 37089217392}, {'affiliation': 'Power Processing Engineering Department, Universidade Federal de Santa Maria, Santa Maria, Brazil', 'authorUrl': 'https://ieeexplore.ieee.org/author/37089218329', 'author_order': 3, 'full_name': 'João Pedro S. Cipriani', 'id': 37089218329}, {'affiliation': 'Fraunhofer IIS/EAS, Fraunhofer Institute for Integrated Circuits, Division Engineering of Adaptive Systems, Dresden, Germany', 'authorUrl': 'https://ieeexplore.ieee.org/author/37274761400', 'author_order': 4, 'full_name': 'Matthias Radecker', 'id': 37274761400}, {'affiliation': 'Power Processing Engineering Department, Universidade Federal de Santa Maria, Santa Maria, Brazil', 'authorUrl': 'https://ieeexplore.ieee.org/author/37274761100', 'author_order': 5, 'full_name': 'Fábio E. Bisogno', 'id': 37274761100}]","['General physical acoustics', 'piezoelectric transformers (PZTs)', 'transducers modeling (FEA and analytical)']","['Acoustics', 'Media', 'Mathematical model', 'Analytical models', 'Transducers', 'Energy exchange', 'Optical transmitters']"
383,"It has been demonstrated theoretically and experimentally that the Vehicle-to-Grid (V2G) enabled electric vehicle (EV) charger is of a reactive power compensation ability with a battery or capacitor connected. To exploit the aggregated reactive power V2G abilities of massively dispersed EV chargers, a distributed model predictive control (DMPC) strategy applying to both balanced and unbalanced distribution networks (DNs) is proposed to integrate them into real-time DN voltage regulation. Firstly, based on the instantaneous power theory and voltage sensitivity matrices, a voltage regulation model considering the reactive response of EV chargers is established without violating the normal EV active charging demands. Then, a completely distributed framework is achieved by DMPC, in which prediction information and calculation results are shared in a Peer-to-Peer (P2P) way to realize the asynchronous broadcast. The proposed model and techniques are validated by numerical results obtained from the IEEE European low voltage test feeder system. The case studies indicate that the proposed DMPC is robust to communication latency (CML) and works effectively in both balanced and unbalanced DNs without any control center, which is a significant advantage for the promotion of real-time reactive power V2G in DNs with irregular user integration and relatively poor communication infrastructure.",https://ieeexplore.ieee.org/document/9526869/,LOCKED,9526869,2,0,Journals,10.1109/TSG.2021.3109453,588,https://ieeexplore.ieee.org/document/9526869/,9662085,1949-3061,1.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9526869,Jan. 2022,5165411,IEEE Transactions on Smart Grid,2022,IEEE,384,576,A Distributed MPC to Exploit Reactive Power V2G for Real-Time Voltage Regulation in Distribution Networks,13,"[{'affiliation': 'College of Electrical Engineering, Zhejiang University, Hangzhou, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37089207141', 'author_order': 1, 'full_name': 'Jindi Hu', 'id': 37089207141}, {'affiliation': 'College of Electrical Engineering, Zhejiang University, Hangzhou, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086481980', 'author_order': 2, 'full_name': 'Chengjin Ye', 'id': 37086481980}, {'affiliation': 'College of Electrical Engineering, Zhejiang University, Hangzhou, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37277996200', 'author_order': 3, 'full_name': 'Yi Ding', 'id': 37277996200}, {'affiliation': 'Internet Office, State Grid Jiaxing Power Supply Company, Jiaxing, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37089208943', 'author_order': 4, 'full_name': 'Jinjiang Tang', 'id': 37089208943}, {'affiliation': 'Marketing Service Center, State Grid Zhejiang Electric Power Company Ltd., Hangzhou, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37089206341', 'author_order': 5, 'full_name': 'Si Liu', 'id': 37089206341}]","['Distribution network (DN)', 'electric vehicle (EV) chargers', 'vehicle-to-grid (V2G)', 'reactive power compensation', 'distributed model predictive control (DMPC)']","['Voltage control', 'Reactive power', 'Vehicle-to-grid', 'Peer-to-peer computing', 'Real-time systems', 'Batteries', 'Distribution networks']"
384,"It has been suggested that the main battery voltage of electric vehicles is increased from 400 to 800 V to improve the charging speed and driving distance. However, the secondary components in the dc/dc converter of the on-board charger have high voltage stresses due to the increased battery voltage. Therefore, this article proposes a low voltage charging technique. The previously designed and optimized dc/dc converter for 400 V battery is used to charge 800 V battery. The battery stack is divided into two modules. Dc/dc converter charges one of two modules alternatively using the battery selection circuit (BSC). Since the BSC has low voltage stresses, the proposed converter can have low voltage stresses on all the dc/dc and BSC parts. Moreover, the dc/dc converter and BSC can be decoupled by turning <small>off</small> the dc/dc converter while changing the charged battery. Therefore, the loss of BSC can be minimized by operating it with low frequency because the switching frequency of BSC can be independent of that of the dc/dc converter. The design process can also be simpler owing to decoupling operation. The <i>LLC</i> converter was adopted for dc/dc converter with 3.3 kW output to verify the proposed technique.",https://ieeexplore.ieee.org/document/9531357/,LOCKED,9531357,0,0,Journals,10.1109/TIE.2021.3109526,7896,https://ieeexplore.ieee.org/document/9531357/,9727184,1557-9948,8.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9531357,Aug. 2022,41,IEEE Transactions on Industrial Electronics,2022,IEEE,385,7890,Low Voltage Charging Technique for Electric Vehicles With 800 V Battery,69,"[{'affiliation': 'Department of Electrical Engineering, INHA University, Incheon, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37087028889', 'author_order': 1, 'full_name': 'Ji-Yeon Kim', 'id': 37087028889}, {'affiliation': 'Department of Electrical Engineering, INHA University, Incheon, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37087030679', 'author_order': 2, 'full_name': 'Bom-Seok Lee', 'id': 37087030679}, {'affiliation': 'Department of Electrical Engineering, INHA University, Incheon, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37088954167', 'author_order': 3, 'full_name': 'Dae-Hun Kwon', 'id': 37088954167}, {'affiliation': 'Department of Electrical Engineering, INHA University, Incheon, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37089321830', 'author_order': 4, 'full_name': 'Dae-Woo Lee', 'id': 37089321830}, {'affiliation': 'Department of Electrical Engineering, INHA University, Incheon, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37539889900', 'author_order': 5, 'full_name': 'Jae-Kuk Kim', 'id': 37539889900}]","['800 V battery', 'battery selection circuit (BSC)', 'electric vehicle (EV)', '  $LLC$   converter', 'on-board charger (OBC)', 'phase-shift full-bridge (PSFB) converter']","['Batteries', 'Stress', 'Switching frequency', 'Low voltage', 'Rectifiers', 'Delays', 'State of charge']"
385,"This article presents a new transfer-molded design of a four-pack 650 V super-junction <small>mosfet</small> power module. This power module is designed for industrial applications, including solar energy converters and on-board chargers. In these applications, it is critical to reduce the stray inductance, package on-resistance, thermal resistance, volume, and cost of the power modules. These challenges are addressed by optimizing the module design, fabrication process, and selection of components and packaging materials. Eight super-junction <small>mosfet</small>s, lead frames, and an SMD thermistor are soldered onto a direct bonded copper substrate, followed by a wire bonding and transfer molding process. The fabricated module exhibits low stray inductance, package on-resistance (∼16.3 mΩ), thermal resistance (∼0.26 K/W), and volume (∼43% reduction in comparison with a commercial counterpart). Moreover, the module reliability is successfully demonstrated by electrical isolation (ac voltage of 2,500 V), thermal cycling (–40 to 85°C), and power cycling (up to 100,000 cycles) tests, satisfying international standards.",https://ieeexplore.ieee.org/document/9541044/,LOCKED,9541044,1,0,Journals,10.1109/TIA.2021.3113624,6305,https://ieeexplore.ieee.org/document/9541044/,9625852,1939-9367,6.0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9541044,Nov.-Dec. 2021,28,IEEE Transactions on Industry Applications,2021,IEEE,386,6295,Design and Experimental Evaluation of Transfer-Molded 650 V Super-Junction <sc>mosfet</sc> Power Module for Industrial Applications,57,"[{'affiliation': 'Department of Automotive Engineering, Hanyang University, Seoul, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086540504', 'author_order': 1, 'full_name': 'Jangmuk Lim', 'id': 37086540504}, {'affiliation': 'Department of Automotive Engineering, Hanyang University, Seoul, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086538620', 'author_order': 2, 'full_name': 'Jihwan Seong', 'id': 37086538620}, {'affiliation': 'Department of Automotive Engineering, Hanyang University, Seoul, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086542379', 'author_order': 3, 'full_name': 'Jaejin Jeon', 'id': 37086542379}, {'affiliation': 'Technical Development Division, iA Powertron Co., Ltd., Incheon, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37089157678', 'author_order': 4, 'full_name': 'You Suk Kim', 'id': 37089157678}, {'affiliation': 'Technical Development Division, iA Powertron Co., Ltd., Incheon, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37087104096', 'author_order': 5, 'full_name': 'Hun-Chang Im', 'id': 37087104096}, {'affiliation': 'Electronic Convergence Materials and Device Research Center, Korea Electronics Technology Institute (KETI), Seongnam-si, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/38105222100', 'author_order': 6, 'full_name': 'Won Sik Hong', 'id': 38105222100}, {'affiliation': 'Department of Automotive Engineering, Hanyang University, Seoul, South Korea', 'authorUrl': 'https://ieeexplore.ieee.org/author/37085538228', 'author_order': 7, 'full_name': 'Sang Won Yoon', 'id': 37085538228}]","['Low void vacuum reflow soldering', 'package on-resistance', 'power cycling', 'power module', 'thermal cycling', 'thermal resistance', 'transfer molding']","['Multichip modules', 'Thermal resistance', 'Inductance', 'MOSFET', 'Switches', 'Costs', 'Lead']"
